user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_equities,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference,factor_weight_allocation_strength
910,0.27,0.22,0.24,0.22,0.05,2.02,1.0,7.56,9.76,19.83,16.97,20.82,6.14,23.13,2.98,10.13,10.08,35.64,27.0,8.51,3.77,15.0
911,0.02,0.49,0.22,0.07,0.2,1.3,6.67,3.26,2.9,13.04,1.26,10.23,23.16,25.29,21.31,5.71,13.36,19.39,39.38,2.15,6.17,19.55
912,0.35,0.15,0.16,0.11,0.23,9.51,10.0,9.22,5.08,17.57,23.74,31.17,17.35,1.55,3.72,4.9,25.26,19.29,10.5,7.7,9.03,28.22
913,0.26,0.26,0.16,0.24,0.08,2.64,3.33,8.48,5.85,1.9,6.49,13.73,22.18,19.13,8.99,27.58,21.98,22.97,21.91,1.04,13.81,18.29
914,0.06,0.25,0.33,0.16,0.2,3.47,10.0,3.02,5.61,24.32,2.51,20.18,17.14,6.55,5.53,23.77,29.15,19.28,2.65,9.05,32.05,7.82
915,0.05,0.3,0.11,0.12,0.42,5.41,1.0,9.7,3.91,8.95,19.86,19.04,9.91,9.89,27.93,4.42,6.98,21.31,27.78,6.67,5.47,31.79
916,0.1,0.46,0.11,0.18,0.15,8.27,1.0,6.75,1.86,10.47,12.17,21.05,1.88,21.31,21.36,11.76,21.64,3.81,18.65,29.37,24.61,1.92
917,0.27,0.38,0.22,0.13,0.0,9.68,6.67,8.31,6.3,8.57,36.03,4.12,8.71,12.73,18.03,11.81,11.66,20.31,7.25,38.09,19.86,2.83
918,0.15,0.29,0.07,0.24,0.25,1.51,3.33,7.38,6.32,17.29,7.98,9.05,18.28,2.62,24.01,20.77,0.26,1.98,10.55,33.82,45.3,8.09
919,0.1,0.14,0.32,0.33,0.11,9.64,10.0,8.65,6.64,7.56,7.49,0.17,25.21,33.72,0.87,24.98,17.13,9.81,32.46,4.74,9.38,26.48
920,0.16,0.36,0.36,0.07,0.05,9.19,1.0,2.6,2.07,24.19,11.14,3.09,21.64,26.37,6.64,6.93,32.39,2.02,1.17,38.29,13.94,12.19
921,0.27,0.2,0.24,0.06,0.23,3.98,10.0,5.77,6.2,11.54,15.67,4.33,11.46,12.68,19.02,25.3,24.05,2.58,28.04,9.06,30.51,5.76
922,0.03,0.34,0.24,0.25,0.14,1.4,1.0,4.56,5.02,9.29,23.16,13.48,23.27,1.93,11.15,17.72,0.29,0.37,39.96,5.59,26.51,27.28
923,0.15,0.09,0.32,0.11,0.33,1.62,3.33,8.12,5.62,20.66,7.94,6.09,1.81,16.23,20.54,26.73,33.45,7.96,4.5,0.67,23.21,30.21
924,0.24,0.15,0.11,0.26,0.24,4.04,3.33,2.87,5.11,13.36,6.68,15.99,14.37,5.11,20.91,23.58,11.41,16.01,35.1,12.4,13.16,11.92
925,0.31,0.15,0.07,0.31,0.16,1.5,1.0,4.18,6.15,20.5,13.56,18.07,8.3,10.9,16.64,12.03,29.72,6.17,12.03,20.63,12.23,19.22
926,0.22,0.14,0.35,0.23,0.06,7.16,10.0,5.36,3.41,24.57,17.59,4.62,12.85,17.28,1.85,21.24,8.07,3.41,30.35,22.31,29.56,6.3
927,0.25,0.09,0.27,0.24,0.15,4.91,10.0,5.88,9.19,16.98,28.79,2.26,3.48,23.12,6.44,18.93,20.05,30.81,2.72,9.75,26.61,10.06
928,0.1,0.08,0.38,0.06,0.38,3.87,1.0,8.86,1.2,19.16,12.75,19.53,16.22,13.98,9.08,9.28,1.12,24.79,19.73,12.38,19.92,22.06
929,0.29,0.19,0.37,0.07,0.08,7.36,3.33,7.98,5.11,14.76,16.26,15.26,1.57,21.52,10.96,19.67,22.22,34.15,25.9,4.43,0.73,12.57
930,0.14,0.46,0.16,0.11,0.13,6.74,6.67,4.37,1.45,8.22,14.31,9.15,13.29,13.78,18.91,22.34,33.72,1.51,2.36,24.12,8.91,29.38
931,0.35,0.16,0.24,0.08,0.17,6.41,6.67,9.68,3.38,7.74,16.18,20.28,14.07,10.39,24.28,7.06,11.58,24.85,21.26,19.75,5.33,17.23
932,0.6,0.0,0.04,0.15,0.21,1.88,3.33,6.64,3.29,4.74,20.74,25.71,22.39,18.49,6.88,1.05,14.64,0.1,28.92,6.64,34.02,15.68
933,0.1,0.33,0.4,0.07,0.1,6.93,3.33,5.22,7.26,10.43,36.17,2.39,6.22,27.48,10.84,6.47,21.71,22.62,10.69,21.96,14.11,8.91
934,0.08,0.03,0.38,0.25,0.26,6.38,10.0,3.07,9.27,2.64,21.34,1.06,37.67,0.32,18.34,18.63,19.06,17.72,10.08,30.23,13.89,9.02
935,0.16,0.32,0.05,0.18,0.29,8.86,10.0,9.47,9.28,11.25,13.14,13.97,20.25,11.71,11.81,17.87,16.89,15.17,12.16,26.9,8.37,20.51
936,0.18,0.0,0.04,0.43,0.35,8.89,3.33,1.82,1.1,15.16,22.09,16.66,12.02,2.02,22.57,9.48,1.77,25.89,13.53,9.81,18.53,30.47
937,0.17,0.11,0.3,0.08,0.34,8.66,6.67,4.35,1.13,16.37,3.94,24.49,25.27,5.09,3.53,21.31,3.42,13.38,7.16,35.18,17.1,23.76
938,0.16,0.17,0.24,0.29,0.14,3.9,1.0,4.39,5.14,6.88,18.11,9.1,14.77,31.2,1.39,18.55,6.44,11.26,39.7,19.61,11.61,11.38
939,0.26,0.25,0.08,0.26,0.15,2.91,6.67,7.76,9.4,13.49,8.78,13.52,14.47,23.49,6.28,19.97,38.33,8.66,5.94,33.81,10.84,2.42
940,0.12,0.37,0.03,0.2,0.28,4.97,3.33,4.37,1.08,15.32,12.44,18.94,24.11,22.1,2.24,4.85,34.31,26.6,10.23,5.98,16.0,6.88
941,0.23,0.29,0.31,0.1,0.07,9.06,3.33,9.04,1.13,40.8,15.01,19.91,9.6,2.55,11.77,0.36,30.12,9.59,14.81,10.45,26.98,8.05
942,0.24,0.19,0.24,0.17,0.16,6.35,10.0,3.38,7.93,21.79,11.77,13.36,5.13,12.61,11.56,23.78,25.83,14.47,4.86,10.99,39.91,3.94
943,0.15,0.19,0.34,0.31,0.01,9.01,1.0,9.03,5.46,24.54,5.46,17.52,14.09,16.89,20.78,0.72,14.27,11.16,4.9,19.38,32.38,17.91
944,0.16,0.07,0.25,0.26,0.26,4.74,6.67,5.02,4.19,6.64,27.44,6.37,1.13,12.65,10.0,35.77,33.02,23.16,23.74,0.88,18.01,1.19
945,0.13,0.25,0.39,0.19,0.04,4.11,10.0,1.81,7.9,12.17,19.67,25.44,11.7,17.39,11.26,2.37,22.77,19.66,7.58,14.57,9.35,26.07
946,0.05,0.32,0.12,0.25,0.26,6.69,1.0,5.7,1.34,20.43,9.31,19.51,8.51,20.87,5.34,16.03,22.05,11.11,22.36,21.48,22.86,0.14
947,0.27,0.32,0.03,0.32,0.06,5.5,1.0,1.88,3.93,15.54,23.22,24.25,2.86,5.95,10.15,18.03,11.56,22.86,23.52,20.15,6.09,15.82
948,0.15,0.25,0.16,0.19,0.25,9.61,6.67,2.87,3.9,7.04,14.55,28.01,2.03,26.37,12.23,9.77,4.33,18.08,6.62,27.1,30.71,13.16
949,0.06,0.4,0.25,0.02,0.27,1.68,1.0,5.0,2.47,16.13,21.89,4.17,6.16,12.55,22.66,16.44,11.91,10.31,17.5,24.42,24.85,11.01
950,0.26,0.1,0.37,0.12,0.15,7.06,6.67,9.25,9.73,20.79,0.6,14.85,20.49,15.44,12.73,15.1,0.58,13.46,23.16,22.05,19.74,21.01
951,0.17,0.29,0.02,0.25,0.27,5.62,6.67,8.94,1.19,2.4,10.21,17.64,7.32,23.8,15.64,22.99,4.02,20.36,15.97,19.55,27.92,12.18
952,0.07,0.11,0.45,0.17,0.2,6.98,3.33,1.2,8.9,9.39,6.93,27.55,20.03,6.22,25.36,4.52,19.08,21.34,1.02,7.98,8.94,41.64
953,0.24,0.02,0.4,0.15,0.19,1.97,10.0,1.02,6.65,13.99,10.62,13.76,14.41,14.43,15.71,17.08,14.25,16.84,22.14,11.2,11.81,23.76
954,0.23,0.22,0.13,0.2,0.22,3.36,1.0,4.61,4.91,15.13,16.46,1.57,27.11,3.35,25.08,11.3,3.62,26.12,17.93,24.0,19.07,9.26
955,0.14,0.24,0.25,0.22,0.15,1.62,6.67,7.56,6.06,30.03,11.4,20.95,3.02,12.06,18.59,3.95,23.26,32.44,22.84,15.56,2.01,3.89
956,0.11,0.2,0.17,0.23,0.29,9.12,6.67,7.41,7.47,1.2,17.65,19.74,6.17,0.8,22.61,31.83,25.67,3.43,15.03,18.17,16.28,21.42
957,0.26,0.38,0.25,0.11,0.0,8.2,10.0,1.35,7.55,19.53,20.83,5.71,12.03,14.66,15.4,11.84,19.89,20.55,38.67,1.01,3.41,16.47
958,0.18,0.25,0.22,0.21,0.14,4.7,10.0,4.66,5.2,13.25,20.03,2.1,18.23,17.88,14.16,14.35,14.61,18.32,18.47,12.36,7.16,29.08
959,0.05,0.08,0.29,0.25,0.33,3.28,3.33,5.83,4.26,13.74,12.31,22.66,29.19,1.02,19.94,1.14,17.38,21.72,23.89,26.65,0.92,9.44
960,0.26,0.16,0.01,0.24,0.33,7.47,6.67,6.73,4.8,16.32,9.63,7.51,23.63,2.76,18.93,21.22,29.27,27.5,14.71,1.53,17.03,9.96
961,0.08,0.11,0.24,0.37,0.2,9.61,3.33,8.97,2.21,14.55,28.41,18.84,6.69,24.03,0.06,7.42,23.28,0.48,2.66,17.53,31.02,25.03
962,0.45,0.28,0.2,0.02,0.05,6.36,3.33,5.96,1.65,26.38,20.8,19.84,7.41,8.64,7.44,9.49,23.13,5.47,20.75,24.63,9.49,16.53
963,0.0,0.17,0.31,0.24,0.28,2.1,3.33,7.06,7.27,18.85,20.03,4.92,14.48,18.15,5.17,18.4,8.69,2.45,27.29,22.86,5.51,33.2
964,0.32,0.05,0.21,0.34,0.08,5.0,6.67,6.42,5.57,20.47,4.37,14.93,20.39,9.28,22.26,8.3,22.81,30.03,7.58,27.59,10.27,1.72
965,0.1,0.13,0.2,0.35,0.22,9.88,6.67,2.47,1.17,5.17,12.04,25.57,29.36,13.16,11.6,3.1,3.6,20.29,23.04,16.92,18.79,17.36
966,0.29,0.16,0.36,0.02,0.17,1.71,3.33,2.79,2.88,8.67,15.43,6.6,23.2,8.99,16.69,20.42,23.05,16.39,13.84,16.99,3.09,26.64
967,0.06,0.29,0.45,0.1,0.1,3.21,6.67,7.59,4.43,2.78,12.45,7.11,22.07,17.11,17.29,21.19,10.53,20.16,27.44,7.72,27.79,6.36
968,0.19,0.27,0.29,0.12,0.13,4.87,6.67,9.26,4.78,20.13,23.21,1.27,17.47,14.21,2.73,20.98,16.87,14.19,17.61,28.94,2.39,20.0
969,0.33,0.1,0.28,0.29,0.0,2.37,6.67,5.76,4.08,23.02,12.42,0.27,1.01,13.83,27.88,21.57,27.62,23.67,24.6,5.03,2.58,16.5
970,0.24,0.16,0.28,0.22,0.1,7.52,3.33,7.16,9.28,13.91,15.47,31.53,9.94,22.82,2.96,3.37,1.96,11.1,12.5,24.06,32.78,17.6
971,0.26,0.22,0.06,0.35,0.11,9.74,6.67,2.29,9.22,22.16,26.51,10.16,1.23,11.85,26.96,1.13,15.27,16.69,19.46,4.15,17.32,27.11
972,0.34,0.4,0.02,0.0,0.24,4.2,3.33,9.15,3.72,16.7,19.77,4.37,4.72,18.57,19.63,16.24,10.58,13.91,16.8,18.25,19.08,21.38
973,0.45,0.06,0.04,0.3,0.15,4.09,6.67,6.06,6.26,10.06,18.79,2.68,19.67,9.34,19.43,20.03,18.11,13.96,18.13,14.66,21.51,13.63
974,0.05,0.37,0.28,0.05,0.25,1.86,3.33,7.19,1.42,17.66,15.97,0.62,11.61,22.13,11.73,20.28,13.49,13.76,11.62,17.61,26.06,17.46
975,0.44,0.12,0.18,0.13,0.13,3.21,3.33,6.47,8.87,40.62,14.71,10.08,27.66,1.11,1.4,4.42,22.04,11.27,5.75,13.33,23.44,24.17
976,0.05,0.3,0.5,0.07,0.08,6.67,6.67,7.42,7.59,11.62,17.15,40.56,11.71,10.34,0.13,8.49,17.27,5.83,24.47,5.46,23.87,23.1
977,0.11,0.29,0.27,0.12,0.21,7.25,10.0,1.06,9.95,16.58,9.93,21.43,2.14,15.62,18.26,16.04,23.03,0.19,18.85,17.99,9.22,30.72
978,0.53,0.0,0.23,0.09,0.15,5.76,3.33,9.56,1.44,19.72,4.16,17.46,6.39,22.49,11.58,18.2,7.86,20.39,29.46,11.02,16.86,14.41
979,0.33,0.02,0.3,0.24,0.11,1.88,10.0,3.03,4.25,27.75,18.48,27.02,1.74,1.88,3.35,19.78,24.94,19.35,20.75,3.93,8.68,22.35
980,0.16,0.53,0.03,0.23,0.05,4.6,6.67,1.2,6.97,10.55,9.52,16.99,14.99,13.64,6.06,28.25,17.47,22.33,24.62,7.88,17.43,10.27
981,0.26,0.16,0.13,0.11,0.34,4.68,10.0,3.77,6.86,22.21,3.72,11.32,9.82,14.66,22.27,16.0,23.29,1.22,36.49,1.28,35.72,2.0
982,0.18,0.16,0.22,0.17,0.27,1.62,1.0,3.29,7.45,0.47,28.33,15.93,25.03,2.91,25.33,2.0,25.39,30.08,26.34,2.1,13.83,2.26
983,0.25,0.02,0.22,0.23,0.28,7.24,3.33,1.94,5.93,0.33,22.76,15.28,16.18,12.42,4.3,28.73,11.69,42.36,15.79,2.05,23.83,4.28
984,0.34,0.0,0.14,0.17,0.35,2.51,3.33,2.85,4.87,8.45,8.04,8.14,24.89,37.48,4.78,8.22,24.97,6.4,27.34,21.95,11.36,7.98
985,0.17,0.07,0.21,0.27,0.28,6.78,10.0,4.71,3.95,6.07,27.61,33.41,23.43,0.4,8.87,0.21,3.74,20.12,16.65,6.54,26.38,26.57
986,0.36,0.14,0.21,0.16,0.13,2.87,1.0,7.38,1.11,28.03,2.58,19.59,2.89,24.04,17.89,4.98,30.48,8.04,11.2,11.22,2.78,36.28
987,0.36,0.04,0.13,0.29,0.18,1.05,3.33,4.24,9.88,20.92,17.4,27.2,2.81,1.36,9.23,21.08,15.97,24.44,4.82,19.3,14.24,21.23
988,0.43,0.11,0.04,0.25,0.17,5.16,1.0,6.77,3.17,15.49,7.44,28.02,3.48,5.96,22.89,16.72,9.71,23.57,15.23,17.27,13.48,20.74
989,0.22,0.35,0.1,0.13,0.2,3.12,3.33,4.8,1.47,7.46,10.65,28.5,21.59,6.85,22.8,2.15,20.89,7.58,19.99,6.04,20.54,24.96
990,0.43,0.06,0.37,0.12,0.02,8.31,10.0,5.95,5.85,16.59,2.93,14.19,12.66,17.9,18.52,17.21,12.3,37.26,5.62,11.3,8.87,24.65
991,0.29,0.16,0.33,0.05,0.17,9.19,10.0,5.08,4.16,21.69,9.35,24.66,11.24,22.05,6.94,4.07,17.61,22.29,17.6,15.44,4.86,22.2
992,0.36,0.19,0.01,0.21,0.23,9.09,1.0,1.13,2.22,0.12,8.64,25.65,17.96,6.66,10.44,30.53,23.34,7.11,23.57,15.8,29.28,0.9
993,0.01,0.16,0.21,0.28,0.34,9.2,1.0,3.49,7.46,28.45,5.6,6.71,19.2,22.12,0.84,17.08,9.41,8.58,22.74,14.13,10.64,34.5
994,0.18,0.13,0.27,0.18,0.24,9.07,3.33,8.27,6.01,15.57,17.62,10.52,10.1,13.49,14.98,17.72,19.9,16.55,23.06,20.21,19.99,0.29
995,0.15,0.29,0.23,0.2,0.13,6.16,3.33,7.27,7.15,3.25,15.73,26.02,13.67,7.59,10.73,23.01,15.25,25.97,17.22,11.65,28.43,1.48
996,0.06,0.32,0.3,0.07,0.25,2.89,3.33,7.37,5.21,4.99,19.75,25.86,20.44,0.87,9.8,18.29,13.37,11.33,35.23,8.64,24.92,6.51
997,0.19,0.26,0.05,0.16,0.34,1.11,10.0,2.88,6.91,23.39,10.12,8.7,28.65,13.02,12.86,3.26,18.28,12.42,22.6,15.63,24.04,7.03
998,0.26,0.26,0.27,0.08,0.13,9.91,10.0,8.95,7.71,14.38,5.51,14.03,26.48,7.79,11.69,20.12,28.27,12.32,25.71,2.79,22.67,8.24
999,0.2,0.1,0.46,0.07,0.17,1.69,3.33,8.45,1.75,22.56,9.71,8.23,14.17,13.1,13.16,19.07,23.43,18.89,21.4,19.84,13.0,3.44
1000,0.41,0.18,0.19,0.2,0.02,7.36,6.67,8.47,4.82,5.67,22.46,5.68,14.14,4.02,26.47,21.56,4.98,4.88,16.59,26.81,31.69,15.05
